7/18/2014,11.6,13.6
7/21/2014,11.7,13.7
7/22/2014,11.8,13.8
7/23/2014,11.9,13.9
7/24/2014,12,14
7/25/2014,12.1,14.1
7/28/2014,12.2,14.2
7/29/2014,12.3,14.3
7/30/2014,12.4,14.4
7/31/2014,12.5,14.5
8/1/2014,12.6,14.6
8/4/2014,12.7,14.7
8/5/2014,12.8,14.8
8/6/2014,12.9,14.9
8/7/2014,13,15
8/8/2014,13.1,15.1
8/11/2014,13.2,15.2
8/12/2014,13.3,15.3
8/13/2014,13.4,15.4
8/14/2014,13.5,15.5
8/15/2014,13.6,15.6
8/18/2014,13.7,15.7
8/19/2014,13.8,15.8
8/20/2014,13.9,15.9
8/21/2014,14,16
8/22/2014,14.1,16.1
8/25/2014,14.2,16.2
8/26/2014,14.3,16.3
8/27/2014,14.4,16.4
8/28/2014,14.5,16.5
8/29/2014,14.6,16.6
9/2/2014,14.7,16.7
9/3/2014,14.8,16.8
9/4/2014,14.9,16.9
9/5/2014,15,17
9/8/2014,15.1,17.1
9/9/2014,15.2,17.2
9/10/2014,15.3,17.3
9/11/2014,15.4,17.4
9/12/2014,15.5,17.5
9/15/2014,15.6,17.6
9/16/2014,15.7,17.7
9/17/2014,15.8,17.8
9/18/2014,15.9,17.9
9/19/2014,16,18
9/22/2014,16.1,18.1
9/23/2014,16.2,18.2
9/24/2014,16.3,18.3
9/25/2014,16.4,18.4
9/26/2014,16.5,18.5
9/29/2014,16.6,18.6
9/30/2014,16.7,18.7
10/1/2014,16.8,18.8
10/2/2014,16.9,18.9
10/3/2014,17,19
10/6/2014,17.1,19.1
10/7/2014,17.2,19.2
10/8/2014,17.3,19.3
10/9/2014,17.4,19.4
10/10/2014,17.5,19.5
10/13/2014,17.6,19.6
10/14/2014,17.7,19.7
10/15/2014,17.8,19.8
10/16/2014,17.9,19.9
10/17/2014,18,20
10/20/2014,18.1,20.1
10/21/2014,18.2,20.2
10/22/2014,18.3,20.3
10/23/2014,18.4,20.4
10/24/2014,18.5,20.5
10/27/2014,18.6,20.6
10/28/2014,18.7,20.7
10/29/2014,18.8,20.8
10/30/2014,18.9,20.9
10/31/2014,19,21
11/3/2014,19.1,21.1
11/4/2014,19.2,21.2
11/5/2014,19.3,21.3
11/6/2014,19.4,21.4
11/7/2014,19.5,21.5
11/10/2014,19.6,21.6
11/11/2014,19.7,21.7
11/12/2014,19.8,21.8
11/13/2014,19.9,21.9
11/14/2014,20,22
11/17/2014,20.1,22.1
11/18/2014,20.2,22.2
11/19/2014,20.3,22.3
11/20/2014,20.4,22.4
11/21/2014,20.5,22.5
11/24/2014,20.6,22.6
11/25/2014,20.7,22.7
11/26/2014,20.8,22.8
11/28/2014,20.9,22.9
12/1/2014,21,23
12/2/2014,21.1,23.1
12/3/2014,21.2,23.2
12/4/2014,21.3,23.3
12/5/2014,21.4,23.4
12/8/2014,21.5,23.5
12/9/2014,21.6,23.6
12/10/2014,21.7,23.7
12/11/2014,21.8,23.8
12/12/2014,21.9,23.9
12/15/2014,22,24
12/16/2014,22.1,24.1
12/17/2014,22.2,24.2
12/18/2014,22.3,24.3
12/19/2014,22.4,24.4
12/22/2014,22.5,24.5
12/23/2014,22.6,24.6
12/24/2014,22.7,24.7
